attendance_id,student_id,class_id,month,attendance_percent
A1325,S3221,C111,Jan 2025,80.9
A1326,S3221,C111,Feb 2025,68.9
A1327,S3222,C102,Sep 2024,78.5
A1328,S3222,C102,Oct 2024,58.9
A1329,S3222,C102,Nov 2024,62.4
A1330,S3222,C102,Dec 2024,54.3
A1331,S3222,C102,Jan 2025,94.0
A1332,S3222,C102,Feb 2025,
A1333,S3223,C105,Sep 2024,62.6
A1334,S3223,C105,Oct 2024,87.0
A1335,S3223,C105,Nov 2024,63.7
A1336,S3223,C105,Dec 2024,57.3
A1337,S3223,C105,Jan 2025,55.4
A1338,S3223,C105,Feb 2025,93.0
A1339,S3224,C101,Sep 2024,56.0
A1340,S3224,C101,Oct 2024,54.4
A1341,S3224,C101,Nov 2024,50.5
A1342,S3224,C101,Dec 2024,68.3
A1343,S3224,C101,Jan 2025,97.1
A1344,S3224,C101,Feb 2025,95.4
A1345,S3225,C104,Sep 2024,55.8
A1346,S3225,C104,Oct 2024,50.6
A1347,S3225,C104,Nov 2024,87.6
A1348,S3225,C104,Dec 2024,65.3
A1349,S3225,C104,Jan 2025,91.7
A1350,S3225,C104,Feb 2025,60.8
A1351,S3226,C107,Sep 2024,74.6
A1352,S3226,C107,Oct 2024,51.6
A1353,S3226,C107,Nov 2024,94.7
A1354,S3226,C107,Dec 2024,58.9
A1355,S3226,C107,Jan 2025,64.7
A1356,S3226,C107,Feb 2025,74.0
A1357,S3227,C112,Sep 2024,63.6
A1358,S3227,C112,Oct 2024,52.0
A1359,S3227,C112,Nov 2024,51.5
A1360,S3227,C112,Dec 2024,97.8
A1361,S3227,C112,Jan 2025,66.3
A1362,S3227,C112,Feb 2025,66.7
A1363,S3228,C102,Sep 2024,96.1
A1364,S3228,C102,Oct 2024,91.8
A1365,S3228,C102,Nov 2024,84.3
A1366,S3228,C102,Dec 2024,82.9
A1367,S3228,C102,Jan 2025,90.1
A1368,S3228,C102,Feb 2025,58.4
A1369,S3229,C107,Sep 2024,83.2
A1370,S3229,C107,Oct 2024,54.9
A1371,S3229,C107,Nov 2024,56.3
A1372,S3229,C107,Dec 2024,62.1
A1373,S3229,C107,Jan 2025,85.5
A1374,S3229,C107,Feb 2025,94.6
A1375,S3230,C102,Sep 2024,84.5
A1376,S3230,C102,Oct 2024,70.8
A1377,S3230,C102,Nov 2024,
A1378,S3230,C102,Dec 2024,75.7
A1379,S3230,C102,Jan 2025,85.6
A1380,S3230,C102,Feb 2025,80.7
A1381,S3231,C108,Sep 2024,76.5
A1382,S3231,C108,Oct 2024,61.8
A1383,S3231,C108,Nov 2024,80.8
A1384,S3231,C108,Dec 2024,50.9
A1385,S3231,C108,Jan 2025,78.0
A1386,S3231,C108,Feb 2025,91.0
A1387,S3232,C104,Sep 2024,59.0
A1388,S3232,C104,Oct 2024,55.7
A1389,S3232,C104,Nov 2024,98.5
A1390,S3232,C104,Dec 2024,92.2
A1391,S3232,C104,Jan 2025,65.1
A1392,S3232,C104,Feb 2025,60.4
A1393,S3233,C104,Sep 2024,66.7
A1394,S3233,C104,Oct 2024,71.6
A1395,S3233,C104,Nov 2024,91.1
A1396,S3233,C104,Dec 2024,62.0
A1397,S3233,C104,Jan 2025,86.0
A1398,S3233,C104,Feb 2025,96.5
A1399,S3234,C103,Sep 2024,69.0
A1400,S3234,C103,Oct 2024,51.3
A1401,S3234,C103,Nov 2024,91.4
A1402,S3234,C103,Dec 2024,85.4
A1403,S3234,C103,Jan 2025,57.5
A1404,S3234,C103,Feb 2025,79.8
A1405,S3235,C112,Sep 2024,91.2
A1406,S3235,C112,Oct 2024,59.1
A1407,S3235,C112,Nov 2024,61.1
A1408,S3235,C112,Dec 2024,60.1
A1409,S3235,C112,Jan 2025,99.9
A1410,S3235,C112,Feb 2025,61.5
A1411,S3236,C105,Sep 2024,63.3
A1412,S3236,C105,Oct 2024,52.4
A1413,S3236,C105,Nov 2024,99.2
A1414,S3236,C105,Dec 2024,62.3
A1415,S3236,C105,Jan 2025,86.3
A1416,S3236,C105,Feb 2025,51.3
A1417,S3237,C108,Sep 2024,89.2
A1418,S3237,C108,Oct 2024,87.5
A1419,S3237,C108,Nov 2024,54.2
A1420,S3237,C108,Dec 2024,56.1
A1421,S3237,C108,Jan 2025,64.8
A1422,S3237,C108,Feb 2025,67.7
A1423,S3238,C103,Sep 2024,89.2
A1424,S3238,C103,Oct 2024,53.1
A1425,S3238,C103,Nov 2024,82.5
A1426,S3238,C103,Dec 2024,61.4
A1427,S3238,C103,Jan 2025,69.1
A1428,S3238,C103,Feb 2025,50.1
A1429,S3239,C112,Sep 2024,64.6
A1430,S3239,C112,Oct 2024,58.6
A1431,S3239,C112,Nov 2024,75.2
A1432,S3239,C112,Dec 2024,57.9
A1433,S3239,C112,Jan 2025,91.8
A1434,S3239,C112,Feb 2025,94.1
A1435,S3240,C108,Sep 2024,92.3
A1436,S3240,C108,Oct 2024,
A1437,S3240,C108,Nov 2024,99.1
A1438,S3240,C108,Dec 2024,95.7
A1439,S3240,C108,Jan 2025,64.0
A1440,S3240,C108,Feb 2025,65.7
A1441,S3241,C103,Sep 2024,76.6
A1442,S3241,C103,Oct 2024,69.2
A1443,S3241,C103,Nov 2024,98.5
A1444,S3241,C103,Dec 2024,67.0
A1445,S3241,C103,Jan 2025,87.0
A1446,S3241,C103,Feb 2025,78.8
A1447,S3242,C102,Sep 2024,97.8
A1448,S3242,C102,Oct 2024,87.2
A1449,S3242,C102,Nov 2024,65.2
A1450,S3242,C102,Dec 2024,59.9
A1451,S3242,C102,Jan 2025,92.7
A1452,S3242,C102,Feb 2025,95.6
A1453,S3243,C106,Sep 2024,91.6
A1454,S3243,C106,Oct 2024,86.9
A1455,S3243,C106,Nov 2024,66.1
A1456,S3243,C106,Dec 2024,75.3
A1457,S3243,C106,Jan 2025,95.8
A1458,S3243,C106,Feb 2025,56.7
A1459,S3244,C109,Sep 2024,74.7
A1460,S3244,C109,Oct 2024,67.8
A1461,S3244,C109,Nov 2024,83.9
A1462,S3244,C109,Dec 2024,81.7
A1463,S3244,C109,Jan 2025,78.0
A1464,S3244,C109,Feb 2025,64.0
A1465,S3245,C103,Sep 2024,58.0
A1466,S3245,C103,Oct 2024,89.2
A1467,S3245,C103,Nov 2024,99.6
A1468,S3245,C103,Dec 2024,58.5
A1469,S3245,C103,Jan 2025,53.8
A1470,S3245,C103,Feb 2025,87.3
A1471,S3246,C102,Sep 2024,67.2
A1472,S3246,C102,Oct 2024,60.7
A1473,S3246,C102,Nov 2024,76.3
A1474,S3246,C102,Dec 2024,83.8
A1475,S3246,C102,Jan 2025,60.7
A1476,S3246,C102,Feb 2025,
A1477,S3247,C112,Sep 2024,99.7
A1478,S3247,C112,Oct 2024,66.4
A1479,S3247,C112,Nov 2024,65.7
A1480,S3247,C112,Dec 2024,71.2
A1481,S3247,C112,Jan 2025,87.3
A1482,S3247,C112,Feb 2025,93.7
A1483,S3248,C104,Sep 2024,66.2
A1484,S3248,C104,Oct 2024,55.9
A1485,S3248,C104,Nov 2024,62.8
A1486,S3248,C104,Dec 2024,54.2
A1487,S3248,C104,Jan 2025,81.5
A1488,S3248,C104,Feb 2025,87.0
A1489,S3249,C107,Sep 2024,71.5
A1490,S3249,C107,Oct 2024,97.6
A1491,S3249,C107,Nov 2024,86.4
A1492,S3249,C107,Dec 2024,69.0
A1493,S3249,C107,Jan 2025,55.1
A1494,S3249,C107,Feb 2025,74.7
A1495,S3250,C112,Sep 2024,75.2
A1496,S3250,C112,Oct 2024,77.5
A1497,S3250,C112,Nov 2024,84.1
A1498,S3250,C112,Dec 2024,63.2
A1499,S3250,C112,Jan 2025,50.1
A1500,S3250,C112,Feb 2025,90.6
A1501,S3251,C101,Sep 2024,91.2
A1502,S3251,C101,Oct 2024,95.6
A1503,S3251,C101,Nov 2024,98.5
A1504,S3251,C101,Dec 2024,58.0
A1505,S3251,C101,Jan 2025,67.7
A1506,S3251,C101,Feb 2025,92.6
A1507,S3252,C107,Sep 2024,96.7
A1508,S3252,C107,Oct 2024,50.7
A1509,S3252,C107,Nov 2024,69.4
A1510,S3252,C107,Dec 2024,55.7
A1511,S3252,C107,Jan 2025,89.4
A1512,S3252,C107,Feb 2025,87.4
A1513,S3253,C104,Sep 2024,87.7
A1514,S3253,C104,Oct 2024,69.5
A1515,S3253,C104,Nov 2024,70.3
A1516,S3253,C104,Dec 2024,63.1
A1517,S3253,C104,Jan 2025,68.0
A1518,S3253,C104,Feb 2025,99.2
A1519,S3254,C109,Sep 2024,52.3
A1520,S3254,C109,Oct 2024,
A1521,S3254,C109,Nov 2024,66.2
A1522,S3254,C109,Dec 2024,89.5
A1523,S3254,C109,Jan 2025,69.1
A1524,S3254,C109,Feb 2025,97.5
A1525,S3255,C101,Sep 2024,66.6
A1526,S3255,C101,Oct 2024,92.5
A1527,S3255,C101,Nov 2024,90.8
A1528,S3255,C101,Dec 2024,50.5
A1529,S3255,C101,Jan 2025,70.1
A1530,S3255,C101,Feb 2025,64.0
A1531,S3256,C110,Sep 2024,74.0
A1532,S3256,C110,Oct 2024,73.1
A1533,S3256,C110,Nov 2024,95.3
A1534,S3256,C110,Dec 2024,59.2
A1535,S3256,C110,Jan 2025,59.1
A1536,S3256,C110,Feb 2025,55.4
A1537,S3257,C103,Sep 2024,86.9
A1538,S3257,C103,Oct 2024,95.9
A1539,S3257,C103,Nov 2024,68.4
A1540,S3257,C103,Dec 2024,53.1
A1541,S3257,C103,Jan 2025,57.8
A1542,S3257,C103,Feb 2025,55.1
A1543,S3258,C108,Sep 2024,79.6
A1544,S3258,C108,Oct 2024,64.1
A1545,S3258,C108,Nov 2024,94.9
A1546,S3258,C108,Dec 2024,
A1547,S3258,C108,Jan 2025,58.1
A1548,S3258,C108,Feb 2025,96.5
A1549,S3259,C105,Sep 2024,66.6
A1550,S3259,C105,Oct 2024,93.4
A1551,S3259,C105,Nov 2024,97.4
A1552,S3259,C105,Dec 2024,99.3
A1553,S3259,C105,Jan 2025,90.2
A1554,S3259,C105,Feb 2025,55.1
A1555,S3260,C102,Sep 2024,52.8
A1556,S3260,C102,Oct 2024,87.0
A1557,S3260,C102,Nov 2024,94.9
A1558,S3260,C102,Dec 2024,58.3
A1559,S3260,C102,Jan 2025,97.1
A1560,S3260,C102,Feb 2025,80.5
A1561,S3261,C111,Sep 2024,56.2
A1562,S3261,C111,Oct 2024,58.4
A1563,S3261,C111,Nov 2024,53.3
A1564,S3261,C111,Dec 2024,
A1565,S3261,C111,Jan 2025,
A1566,S3261,C111,Feb 2025,57.2
A1567,S3262,C112,Sep 2024,86.6
A1568,S3262,C112,Oct 2024,60.9
A1569,S3262,C112,Nov 2024,78.1
A1570,S3262,C112,Dec 2024,86.1
A1571,S3262,C112,Jan 2025,
A1572,S3262,C112,Feb 2025,94.8
A1573,S3263,C105,Sep 2024,79.5
A1574,S3263,C105,Oct 2024,78.5
A1575,S3263,C105,Nov 2024,95.6
A1576,S3263,C105,Dec 2024,64.7
A1577,S3263,C105,Jan 2025,60.2
A1578,S3263,C105,Feb 2025,93.6
A1579,S3264,C103,Sep 2024,53.7
A1580,S3264,C103,Oct 2024,
A1581,S3264,C103,Nov 2024,59.5
A1582,S3264,C103,Dec 2024,70.6
A1583,S3264,C103,Jan 2025,68.1
A1584,S3264,C103,Feb 2025,85.3
A1585,S3265,C105,Sep 2024,54.6
A1586,S3265,C105,Oct 2024,73.9
A1587,S3265,C105,Nov 2024,90.4
A1588,S3265,C105,Dec 2024,84.2
A1589,S3265,C105,Jan 2025,81.6
A1590,S3265,C105,Feb 2025,62.0
A1591,S3266,C105,Sep 2024,69.7
A1592,S3266,C105,Oct 2024,59.0
A1593,S3266,C105,Nov 2024,75.4
A1594,S3266,C105,Dec 2024,79.2
A1595,S3266,C105,Jan 2025,81.6
A1596,S3266,C105,Feb 2025,93.8
A1597,S3267,C104,Sep 2024,53.1
A1598,S3267,C104,Oct 2024,69.4
A1599,S3267,C104,Nov 2024,79.5
A1600,S3267,C104,Dec 2024,78.5
A1601,S3267,C104,Jan 2025,51.1
A1602,S3267,C104,Feb 2025,59.5
A1603,S3268,C112,Sep 2024,92.3
A1604,S3268,C112,Oct 2024,75.8
A1605,S3268,C112,Nov 2024,70.7
A1606,S3268,C112,Dec 2024,95.0
A1607,S3268,C112,Jan 2025,53.7
A1608,S3268,C112,Feb 2025,
A1609,S3269,C112,Sep 2024,96.1
A1610,S3269,C112,Oct 2024,
A1611,S3269,C112,Nov 2024,51.4
A1612,S3269,C112,Dec 2024,78.1
A1613,S3269,C112,Jan 2025,77.8
A1614,S3269,C112,Feb 2025,
A1615,S3270,C101,Sep 2024,82.0
A1616,S3270,C101,Oct 2024,51.5
A1617,S3270,C101,Nov 2024,76.5
A1618,S3270,C101,Dec 2024,55.7
A1619,S3270,C101,Jan 2025,57.8
A1620,S3270,C101,Feb 2025,60.8
A1621,S3271,C106,Sep 2024,80.7
A1622,S3271,C106,Oct 2024,69.5
A1623,S3271,C106,Nov 2024,54.3
A1624,S3271,C106,Dec 2024,64.5
A1625,S3271,C106,Jan 2025,
A1626,S3271,C106,Feb 2025,53.8
A1627,S3272,C102,Sep 2024,83.2
A1628,S3272,C102,Oct 2024,77.9
A1629,S3272,C102,Nov 2024,70.4
A1630,S3272,C102,Dec 2024,
A1631,S3272,C102,Jan 2025,96.4
A1632,S3272,C102,Feb 2025,75.9
A1633,S3273,C107,Sep 2024,94.4
A1634,S3273,C107,Oct 2024,79.0
A1635,S3273,C107,Nov 2024,68.8
A1636,S3273,C107,Dec 2024,76.9
A1637,S3273,C107,Jan 2025,57.6
A1638,S3273,C107,Feb 2025,83.7
A1639,S3274,C104,Sep 2024,99.1
A1640,S3274,C104,Oct 2024,
A1641,S3274,C104,Nov 2024,62.4
A1642,S3274,C104,Dec 2024,66.2
A1643,S3274,C104,Jan 2025,70.3
A1644,S3274,C104,Feb 2025,74.2
A1645,S3275,C109,Sep 2024,86.0
A1646,S3275,C109,Oct 2024,56.8
A1647,S3275,C109,Nov 2024,65.1
A1648,S3275,C109,Dec 2024,76.9
A1649,S3275,C109,Jan 2025,79.5
A1650,S3275,C109,Feb 2025,76.8
A1651,S3276,C111,Sep 2024,71.8
A1652,S3276,C111,Oct 2024,85.6
A1653,S3276,C111,Nov 2024,60.2
A1654,S3276,C111,Dec 2024,64.1
A1655,S3276,C111,Jan 2025,72.2
A1656,S3276,C111,Feb 2025,84.8
A1657,S3277,C109,Sep 2024,54.1
A1658,S3277,C109,Oct 2024,55.8
A1659,S3277,C109,Nov 2024,89.1
A1660,S3277,C109,Dec 2024,63.0
A1661,S3277,C109,Jan 2025,98.2
A1662,S3277,C109,Feb 2025,98.1
A1663,S3278,C110,Sep 2024,84.3
A1664,S3278,C110,Oct 2024,85.8
A1665,S3278,C110,Nov 2024,82.6
A1666,S3278,C110,Dec 2024,58.9
A1667,S3278,C110,Jan 2025,75.0
A1668,S3278,C110,Feb 2025,89.7
A1669,S3279,C107,Sep 2024,88.7
A1670,S3279,C107,Oct 2024,94.9
A1671,S3279,C107,Nov 2024,95.0
A1672,S3279,C107,Dec 2024,63.1
A1673,S3279,C107,Jan 2025,86.1
A1674,S3279,C107,Feb 2025,82.6
A1675,S3280,C111,Sep 2024,94.3
A1676,S3280,C111,Oct 2024,59.2
A1677,S3280,C111,Nov 2024,
A1678,S3280,C111,Dec 2024,
A1679,S3280,C111,Jan 2025,87.0
A1680,S3280,C111,Feb 2025,71.2
A1681,S3281,C106,Sep 2024,69.7
A1682,S3281,C106,Oct 2024,51.8
A1683,S3281,C106,Nov 2024,98.1
A1684,S3281,C106,Dec 2024,83.8
A1685,S3281,C106,Jan 2025,79.5
A1686,S3281,C106,Feb 2025,62.6
A1687,S3282,C108,Sep 2024,82.9
A1688,S3282,C108,Oct 2024,97.3
A1689,S3282,C108,Nov 2024,58.2
A1690,S3282,C108,Dec 2024,99.2
A1691,S3282,C108,Jan 2025,71.4
A1692,S3282,C108,Feb 2025,98.9
A1693,S3283,C103,Sep 2024,81.7
A1694,S3283,C103,Oct 2024,66.2
A1695,S3283,C103,Nov 2024,68.7
A1696,S3283,C103,Dec 2024,64.5
A1697,S3283,C103,Jan 2025,66.7
A1698,S3283,C103,Feb 2025,82.3
A1699,S3284,C104,Sep 2024,50.8
A1700,S3284,C104,Oct 2024,98.4
A1701,S3284,C104,Nov 2024,88.4
A1702,S3284,C104,Dec 2024,97.1
A1703,S3284,C104,Jan 2025,85.9
A1704,S3284,C104,Feb 2025,74.1
A1705,S3285,C111,Sep 2024,
A1706,S3285,C111,Oct 2024,59.5
A1707,S3285,C111,Nov 2024,75.8
A1708,S3285,C111,Dec 2024,85.6
A1709,S3285,C111,Jan 2025,92.7
A1710,S3285,C111,Feb 2025,66.2
A1711,S3286,C106,Sep 2024,75.5
A1712,S3286,C106,Oct 2024,
A1713,S3286,C106,Nov 2024,81.0
A1714,S3286,C106,Dec 2024,79.4
A1715,S3286,C106,Jan 2025,52.6
A1716,S3286,C106,Feb 2025,74.2
A1717,S3287,C106,Sep 2024,90.5
A1718,S3287,C106,Oct 2024,90.1
A1719,S3287,C106,Nov 2024,75.4
A1720,S3287,C106,Dec 2024,97.6
A1721,S3287,C106,Jan 2025,91.3
A1722,S3287,C106,Feb 2025,86.9
A1723,S3288,C102,Sep 2024,75.8
A1724,S3288,C102,Oct 2024,
A1725,S3288,C102,Nov 2024,79.5
A1726,S3288,C102,Dec 2024,61.2
A1727,S3288,C102,Jan 2025,
A1728,S3288,C102,Feb 2025,76.6
A1729,S3289,C112,Sep 2024,76.3
A1730,S3289,C112,Oct 2024,60.1
A1731,S3289,C112,Nov 2024,97.6
A1732,S3289,C112,Dec 2024,62.2
A1733,S3289,C112,Jan 2025,55.2
A1734,S3289,C112,Feb 2025,73.4
A1735,S3290,C105,Sep 2024,84.3
A1736,S3290,C105,Oct 2024,59.8
A1737,S3290,C105,Nov 2024,59.1
A1738,S3290,C105,Dec 2024,63.1
A1739,S3290,C105,Jan 2025,65.1
A1740,S3290,C105,Feb 2025,
A1741,S3291,C102,Sep 2024,62.3
A1742,S3291,C102,Oct 2024,73.5
A1743,S3291,C102,Nov 2024,50.9
A1744,S3291,C102,Dec 2024,54.4
A1745,S3291,C102,Jan 2025,86.5
A1746,S3291,C102,Feb 2025,
A1747,S3292,C104,Sep 2024,70.6
A1748,S3292,C104,Oct 2024,68.0
A1749,S3292,C104,Nov 2024,50.5
A1750,S3292,C104,Dec 2024,64.9
A1751,S3292,C104,Jan 2025,91.1
A1752,S3292,C104,Feb 2025,67.0
A1753,S3293,C102,Sep 2024,
A1754,S3293,C102,Oct 2024,98.2
A1755,S3293,C102,Nov 2024,69.5
A1756,S3293,C102,Dec 2024,73.2
A1757,S3293,C102,Jan 2025,90.1
A1758,S3293,C102,Feb 2025,
A1759,S3294,C109,Sep 2024,99.2
A1760,S3294,C109,Oct 2024,68.6
A1761,S3294,C109,Nov 2024,56.0
A1762,S3294,C109,Dec 2024,76.2
A1763,S3294,C109,Jan 2025,79.6
A1764,S3294,C109,Feb 2025,98.0
A1765,S3295,C102,Sep 2024,70.7
A1766,S3295,C102,Oct 2024,54.5
A1767,S3295,C102,Nov 2024,
A1768,S3295,C102,Dec 2024,82.5
A1769,S3295,C102,Jan 2025,51.1
A1770,S3295,C102,Feb 2025,71.3
A1771,S3296,C101,Sep 2024,70.5
A1772,S3296,C101,Oct 2024,62.7
A1773,S3296,C101,Nov 2024,98.2
A1774,S3296,C101,Dec 2024,70.2
A1775,S3296,C101,Jan 2025,94.7
A1776,S3296,C101,Feb 2025,75.8
A1777,S3297,C104,Sep 2024,91.0
A1778,S3297,C104,Oct 2024,72.6
A1779,S3297,C104,Nov 2024,99.6
A1780,S3297,C104,Dec 2024,82.0
A1781,S3297,C104,Jan 2025,57.8
A1782,S3297,C104,Feb 2025,50.3
A1783,S3298,C110,Sep 2024,96.4
A1784,S3298,C110,Oct 2024,84.3
A1785,S3298,C110,Nov 2024,55.3
A1786,S3298,C110,Dec 2024,87.2
A1787,S3298,C110,Jan 2025,61.4
A1788,S3298,C110,Feb 2025,90.5
A1789,S3299,C106,Sep 2024,80.5
A1790,S3299,C106,Oct 2024,56.2
A1791,S3299,C106,Nov 2024,53.5
A1792,S3299,C106,Dec 2024,73.3
A1793,S3299,C106,Jan 2025,96.8
A1794,S3299,C106,Feb 2025,78.2
A1795,S3300,C105,Sep 2024,88.0
A1796,S3300,C105,Oct 2024,73.5
A1797,S3300,C105,Nov 2024,69.2
A1798,S3300,C105,Dec 2024,
A1799,S3300,C105,Jan 2025,91.1
A1800,S3300,C105,Feb 2025,73.2
A1801,S3301,C107,Sep 2024,57.1
A1802,S3301,C107,Oct 2024,63.7
A1803,S3301,C107,Nov 2024,78.1
A1804,S3301,C107,Dec 2024,70.1
A1805,S3301,C107,Jan 2025,68.3
A1806,S3301,C107,Feb 2025,83.4
A1807,S3302,C104,Sep 2024,81.8
A1808,S3302,C104,Oct 2024,65.7
A1809,S3302,C104,Nov 2024,68.0
A1810,S3302,C104,Dec 2024,87.6
A1811,S3302,C104,Jan 2025,96.1
A1812,S3302,C104,Feb 2025,66.2
A1813,S3303,C111,Sep 2024,64.6
A1814,S3303,C111,Oct 2024,63.3
A1815,S3303,C111,Nov 2024,
A1816,S3303,C111,Dec 2024,57.1
A1817,S3303,C111,Jan 2025,
A1818,S3303,C111,Feb 2025,68.9
A1819,S3304,C108,Sep 2024,75.8
A1820,S3304,C108,Oct 2024,76.9
A1821,S3304,C108,Nov 2024,84.6
A1822,S3304,C108,Dec 2024,52.6
A1823,S3304,C108,Jan 2025,78.1
A1824,S3304,C108,Feb 2025,62.7
A1825,S3305,C107,Sep 2024,62.0
A1826,S3305,C107,Oct 2024,89.5
A1827,S3305,C107,Nov 2024,57.7
A1828,S3305,C107,Dec 2024,66.5
A1829,S3305,C107,Jan 2025,81.9
A1830,S3305,C107,Feb 2025,82.1
A1831,S3306,C108,Sep 2024,52.4
A1832,S3306,C108,Oct 2024,53.6
A1833,S3306,C108,Nov 2024,82.8
A1834,S3306,C108,Dec 2024,97.7
A1835,S3306,C108,Jan 2025,99.9
A1836,S3306,C108,Feb 2025,99.4
A1837,S3307,C112,Sep 2024,67.6
A1838,S3307,C112,Oct 2024,62.1
A1839,S3307,C112,Nov 2024,54.9
A1840,S3307,C112,Dec 2024,66.3
A1841,S3307,C112,Jan 2025,63.8
A1842,S3307,C112,Feb 2025,78.8
A1843,S3308,C106,Sep 2024,68.4
A1844,S3308,C106,Oct 2024,61.6
A1845,S3308,C106,Nov 2024,80.6
A1846,S3308,C106,Dec 2024,66.2
A1847,S3308,C106,Jan 2025,67.7
A1848,S3308,C106,Feb 2025,79.9
A1849,S3309,C107,Sep 2024,55.9
A1850,S3309,C107,Oct 2024,88.7
A1851,S3309,C107,Nov 2024,98.3
A1852,S3309,C107,Dec 2024,74.5
A1853,S3309,C107,Jan 2025,78.0
A1854,S3309,C107,Feb 2025,
A1855,S3310,C112,Sep 2024,69.2
A1856,S3310,C112,Oct 2024,97.8
A1857,S3310,C112,Nov 2024,56.6
A1858,S3310,C112,Dec 2024,90.7
A1859,S3310,C112,Jan 2025,82.5
A1860,S3310,C112,Feb 2025,89.6
A1861,S3311,C108,Sep 2024,97.5
A1862,S3311,C108,Oct 2024,74.8
A1863,S3311,C108,Nov 2024,64.4
A1864,S3311,C108,Dec 2024,
A1865,S3311,C108,Jan 2025,89.0
A1866,S3311,C108,Feb 2025,92.2
A1867,S3312,C111,Sep 2024,84.3
A1868,S3312,C111,Oct 2024,92.5
A1869,S3312,C111,Nov 2024,86.5
A1870,S3312,C111,Dec 2024,97.9
A1871,S3312,C111,Jan 2025,78.5
A1872,S3312,C111,Feb 2025,69.0
A1873,S3313,C112,Sep 2024,84.0
A1874,S3313,C112,Oct 2024,53.5
A1875,S3313,C112,Nov 2024,74.9
A1876,S3313,C112,Dec 2024,88.7
A1877,S3313,C112,Jan 2025,58.4
A1878,S3313,C112,Feb 2025,70.0
A1879,S3314,C103,Sep 2024,67.5
A1880,S3314,C103,Oct 2024,66.7
A1881,S3314,C103,Nov 2024,82.5
A1882,S3314,C103,Dec 2024,74.9
A1883,S3314,C103,Jan 2025,89.9
A1884,S3314,C103,Feb 2025,52.9
A1885,S3315,C110,Sep 2024,72.7
A1886,S3315,C110,Oct 2024,50.7
A1887,S3315,C110,Nov 2024,61.0
A1888,S3315,C110,Dec 2024,88.8
A1889,S3315,C110,Jan 2025,55.3
A1890,S3315,C110,Feb 2025,55.3
A1891,S3316,C106,Sep 2024,70.1
A1892,S3316,C106,Oct 2024,88.8
A1893,S3316,C106,Nov 2024,81.9
A1894,S3316,C106,Dec 2024,89.1
A1895,S3316,C106,Jan 2025,52.5
A1896,S3316,C106,Feb 2025,78.2
A1897,S3317,C104,Sep 2024,72.7
A1898,S3317,C104,Oct 2024,94.8
A1899,S3317,C104,Nov 2024,86.9
A1900,S3317,C104,Dec 2024,71.2
A1901,S3317,C104,Jan 2025,77.7
A1902,S3317,C104,Feb 2025,71.2
A1903,S3318,C111,Sep 2024,72.1
A1904,S3318,C111,Oct 2024,81.7
A1905,S3318,C111,Nov 2024,60.8
A1906,S3318,C111,Dec 2024,66.7
A1907,S3318,C111,Jan 2025,64.0
A1908,S3318,C111,Feb 2025,90.0
A1909,S3319,C109,Sep 2024,97.1
A1910,S3319,C109,Oct 2024,70.7
A1911,S3319,C109,Nov 2024,
A1912,S3319,C109,Dec 2024,53.9
A1913,S3319,C109,Jan 2025,54.7
A1914,S3319,C109,Feb 2025,70.0
A1915,S3320,C102,Sep 2024,69.7
A1916,S3320,C102,Oct 2024,57.3
A1917,S3320,C102,Nov 2024,90.4
A1918,S3320,C102,Dec 2024,75.0
A1919,S3320,C102,Jan 2025,55.5
A1920,S3320,C102,Feb 2025,54.9
A1921,S3321,C111,Sep 2024,72.3
A1922,S3321,C111,Oct 2024,55.8
A1923,S3321,C111,Nov 2024,78.1
A1924,S3321,C111,Dec 2024,69.3
A1925,S3321,C111,Jan 2025,96.0
A1926,S3321,C111,Feb 2025,
A1927,S3322,C104,Sep 2024,70.9
A1928,S3322,C104,Oct 2024,80.7
A1929,S3322,C104,Nov 2024,90.6
A1930,S3322,C104,Dec 2024,65.1
A1931,S3322,C104,Jan 2025,75.6
A1932,S3322,C104,Feb 2025,56.0
A1933,S3323,C111,Sep 2024,71.6
A1934,S3323,C111,Oct 2024,68.8
A1935,S3323,C111,Nov 2024,71.4
A1936,S3323,C111,Dec 2024,55.4
A1937,S3323,C111,Jan 2025,69.9
A1938,S3323,C111,Feb 2025,93.5
A1939,S3324,C105,Sep 2024,96.9
A1940,S3324,C105,Oct 2024,62.1
A1941,S3324,C105,Nov 2024,65.0
A1942,S3324,C105,Dec 2024,50.5
A1943,S3324,C105,Jan 2025,55.8
A1944,S3324,C105,Feb 2025,67.3
A1945,S3325,C101,Sep 2024,84.3
A1946,S3325,C101,Oct 2024,64.6
A1947,S3325,C101,Nov 2024,53.8
A1948,S3325,C101,Dec 2024,86.5
A1949,S3325,C101,Jan 2025,73.3
A1950,S3325,C101,Feb 2025,76.0
A1951,S3326,C103,Sep 2024,66.3
A1952,S3326,C103,Oct 2024,
A1953,S3326,C103,Nov 2024,80.7
A1954,S3326,C103,Dec 2024,94.5
A1955,S3326,C103,Jan 2025,77.7
A1956,S3326,C103,Feb 2025,79.4
A1957,S3327,C101,Sep 2024,68.7
A1958,S3327,C101,Oct 2024,54.1
A1959,S3327,C101,Nov 2024,71.4
A1960,S3327,C101,Dec 2024,96.2
A1961,S3327,C101,Jan 2025,
A1962,S3327,C101,Feb 2025,84.0
A1963,S3328,C103,Sep 2024,74.5
A1964,S3328,C103,Oct 2024,81.0
